	Testis_sex1	Adrenal_Gland_sex1	Brain_Spinal_cord_cervical_c_1_sex1	Brain_Amygdala_sex1	Brain_Anterior_cingulate_cortex_BA24_sex1	Brain_Caudate_basal_ganglia_sex1	Brain_Cortex_sex1	Brain_Frontal_Cortex_BA9_sex1	Brain_Hippocampus_sex1	Brain_Hypothalamus_sex1	Brain_Nucleus_accumbens_basal_ganglia_sex1	Brain_Putamen_basal_ganglia_sex1	Brain_Substantia_nigra_sex1	Brain_Cerebellar_Hemisphere_sex1	Brain_Cerebellum_sex1	Pituitary_sex1	Kidney_Cortex_sex1	Liver_sex1	Thyroid_sex1	Spleen_sex1	Whole_Blood_sex1	Esophagus_Mucosa_sex1	Skin_Not_Sun_Exposed_Suprapubic_sex1	Skin_Sun_Exposed_Lower_leg_sex1	Heart_Atrial_Appendage_sex1	Heart_Left_Ventricle_sex1	Muscle_Skeletal_sex1	Lung_sex1	Nerve_Tibial_sex1	Pancreas_sex1	Minor_Salivary_Gland_sex1	Adipose_Subcutaneous_sex1	Adipose_Visceral_Omentum_sex1	Breast_Mammary_Tissue_sex1	Colon_Transverse_sex1	Small_Intestine_Terminal_Ileum_sex1	Stomach_sex1	Artery_Aorta_sex1	Artery_Tibial_sex1	Artery_Coronary_sex1	Colon_Sigmoid_sex1	Esophagus_Muscularis_sex1	Esophagus_Gastroesophageal_Junction_sex1	Prostate_sex1
ENST00000372478.4	6.297745207	-0.319059578	0.034360262	0.289607925	0.269973489	0.250339053	0.191435747	0.152166876	0.13253244	0.328876796	0.191435747	0.191435747	0.152166876	0.073629133	0.053994698	-0.122715222	-0.319059578	-0.319059578	-0.319059578	-0.319059578	-0.319059578	-0.319059578	-0.319059578	-0.319059578	-0.319059578	-0.319059578	-0.319059578	-0.319059578	0.230704618	-0.319059578	-0.319059578	-0.319059578	-0.319059578	-0.319059578	-0.319059578	-0.319059578	-0.319059578	-0.103080787	-0.319059578	-0.319059578	-0.319059578	-0.319059578	-0.319059578	-0.319059578
ENST00000372595.5	5.663159393	-0.230492588	-0.766279132	-0.766279132	-0.766279132	-0.766279132	-0.766279132	-0.766279132	-0.766279132	-0.766279132	-0.766279132	-0.766279132	-0.766279132	-0.766279132	-0.307033523	0.228753021	0.037400684	-0.268763055	0.152212086	-0.230492588	-0.766279132	-0.307033523	-0.115681186	-0.000869783	0.190482554	-0.19222212	-0.000869783	0.68799863	0.764539565	-0.000869783	0.075671151	0.190482554	0.037400684	0.113941619	0.228753021	0.075671151	0.113941619	0.68799863	0.53491676	0.113941619	0.649728163	0.381834891	0.305293956	0.381834891
ENST00000372907.7	6.448658008	-0.209207446	-0.209207446	0.047705261	0.003975438	-0.056153067	-0.017889473	-0.001490789	0.014907894	-0.138146484	0.260888145	-0.088950434	-0.209207446	-0.209207446	-0.209207446	-0.209207446	-0.121747801	-0.067085523	-0.209207446	-0.209207446	-0.209207446	-0.209207446	-0.078017979	-0.001490789	-0.209207446	-0.209207446	-0.209207446	-0.209207446	-0.209207446	-0.209207446	-0.209207446	-0.209207446	-0.209207446	-0.209207446	-0.209207446	-0.209207446	-0.209207446	-0.209207446	-0.209207446	-0.209207446	-0.209207446	-0.209207446	-0.209207446	-0.138146484
ENST00000373111.5	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000373249.5	6.351628124	-0.546444822	-0.357046866	-0.142728125	-0.117807341	-0.107839028	-0.117807341	-0.008155893	-0.062981617	-0.097870714	0.016764891	-0.003171736	-0.302221141	-0.062981617	-0.142728125	-0.237427104	0.206162848	-0.252379574	0.300861826	-0.023108363	-0.172633066	-0.352062709	-0.187585536	-0.122791498	-0.466698314	-0.357046866	-0.506571568	-0.187585536	-0.257363731	0.191210377	0.026733204	-0.053013304	-0.262347887	0.006796577	-0.092886558	0.315814296	-0.21250632	-0.332126082	-0.287268671	-0.347078552	-0.267332044	-0.307205298	-0.292252828	0.231083631
ENST00000373473.5	6.446988994	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.034677638	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	0.514616145	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451	-0.168949451
ENST00000373735.1	6.480012251	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	0.028609326	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718	-0.15496718
ENST00000373975.2	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000374084.2	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000374667.4	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000374688.5	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000375406.1	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000375577.5	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000375719.7	6.468537857	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	0.12353198	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	0.167902651	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378	-0.164877378
ENST00000375780.6	6.167313434	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	1.852774496	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475	-0.190954475
ENST00000375996.6	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000376027.5	5.367392425	-0.391447412	0.189719911	0.136886518	0.401053483	-0.391447412	0.295386697	0.242553304	-0.391447412	0.189719911	-0.391447412	-0.391447412	0.136886518	0.136886518	-0.391447412	-0.391447412	1.246387771	2.725722775	-0.391447412	-0.391447412	-0.391447412	0.34822009	-0.391447412	-0.391447412	-0.391447412	0.136886518	-0.391447412	-0.391447412	-0.391447412	-0.391447412	-0.391447412	-0.391447412	0.189719911	-0.391447412	-0.391447412	-0.391447412	-0.391447412	-0.391447412	-0.391447412	-0.391447412	-0.391447412	-0.391447412	-0.391447412	-0.391447412
ENST00000376434.5	6.281386247	-0.259439961	-0.259439961	0.014130717	0.237961271	-0.259439961	0.337441518	0.735362504	0.088740902	0.113610963	-0.259439961	-0.259439961	-0.010739345	0.511531949	0.511531949	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961	-0.259439961
ENST00000377133.5	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000377136.5	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000377192.6	4.38356744	-0.023810349	-0.601827109	-0.818583393	-0.782457346	-0.674079204	-0.710205251	-0.782457346	-0.746331299	-0.782457346	-0.818583393	-0.818583393	-0.782457346	-0.601827109	-0.637953156	0.012315698	0.084567793	-0.096062444	-0.240566634	2.288256688	-0.565701061	1.096097122	1.096097122	0.915466884	-0.493448966	-0.565701061	-1.179843868	0.337450125	0.012315698	0.048441745	0.55420641	0.084567793	-0.023810349	0.26519803	0.951592932	1.890870166	-0.059936397	-0.385070824	-0.565701061	-0.096062444	-0.168314539	-0.312818729	-0.168314539	0.481954315
ENST00000378434.8	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000379073.9	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000379091.8	5.110556685	-0.034864514	-0.642088134	-0.801883823	-0.674047272	-0.578169858	-0.418374169	-0.610128996	-0.769924685	-0.70600641	-0.482292444	-0.642088134	-0.769924685	0.412563416	0.316686003	-0.386415031	-0.482292444	-0.258578479	0.220808589	-0.578169858	-1.121475202	-1.121475202	-0.642088134	-0.578169858	-0.162701066	-0.354455893	0.50844083	-0.034864514	0.380604278	0.156890313	0.796073071	1.019787036	0.572359106	0.572359106	-0.034864514	-0.386415031	-0.226619341	0.923909623	1.818765483	0.700195657	-0.002905376	0.124931175	-0.002905376	-0.130741928
ENST00000379116.9	4.598135416	-0.296980152	-0.067732315	-0.040761982	0.134545187	0.188485855	0.957140365	0.390763358	0.026663853	-0.040761982	0.33682269	-0.000306481	-0.243039484	1.617913541	2.22474605	2.089894381	-0.310465319	0.121060021	-0.13515815	-0.189098817	-0.984723661	-0.836386826	-0.512742821	-0.593653823	-0.634109323	-0.580168656	-0.822901659	-0.741990658	0.444704025	-0.566683489	-0.243039484	-0.553198322	-0.499257655	-0.296980152	-0.485772488	-0.270009818	-0.283494985	-0.890327493	-0.984723661	-0.782446159	0.134545187	-0.162128483	-0.283494985	0.067119353
ENST00000382079.3	4.527498322	-0.755109629	0.878328355	0.461280359	0.009478364	0.774066356	0.565542358	0.183248362	0.982590355	0.218002362	0.322264361	1.156360353	0.843574356	0.669804357	1.156360353	0.704558357	-0.060029636	1.364884351	-0.581339631	-0.68560163	-1.693467621	-0.755109629	-0.338061633	-0.199045635	-0.72035563	-1.102649626	-0.859371628	-0.511831632	-0.407569633	-0.233799634	0.044232363	-0.894125628	-1.067895626	-0.372815633	-0.407569633	-0.129537635	-0.511831632	-0.998387627	-0.789863629	-0.998387627	-0.129537635	-0.164291635	0.322264361	0.183248362
ENST00000382240.9	6.334579331	-0.273250618	-0.079850717	-0.273250618	-0.112084033	-0.273250618	-0.0476174	-0.095967375	-0.112084033	-0.273250618	-0.273250618	-0.273250618	-0.273250618	0.548698961	0.645398912	-0.0476174	-0.273250618	-0.273250618	-0.273250618	0.049082551	0.032965892	0.339182402	-0.095967375	-0.112084033	-0.273250618	-0.273250618	-0.273250618	-0.273250618	-0.273250618	-0.273250618	-0.112084033	-0.273250618	-0.273250618	-0.273250618	0.049082551	0.032965892	-0.112084033	-0.273250618	-0.273250618	-0.273250618	-0.273250618	-0.273250618	-0.273250618	-0.273250618
ENST00000382882.7	5.0097837	-0.515072391	0.01110438	0.61244926	1.063457921	0.913121701	1.251378196	1.176210086	0.762785481	1.326546306	0.950705756	0.61244926	0.274192765	-0.101647785	-0.026479675	1.101041976	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391	-0.515072391
ENST00000383771.8	6.459021161	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	0.400797119	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007	-0.163329007
ENST00000388957.3	6.260142381	-0.252248607	0.27989229	0.00115182	0.178532119	-0.252248607	0.153192077	0.254552248	-0.252248607	-0.252248607	-0.252248607	-0.252248607	-0.252248607	-0.252248607	-0.252248607	0.026491863	-0.252248607	-0.252248607	-0.252248607	1.19213383	-0.252248607	-0.252248607	-0.252248607	-0.252248607	-0.252248607	-0.252248607	-0.252248607	0.127852034	-0.252248607	-0.252248607	-0.252248607	-0.252248607	-0.252248607	-0.252248607	-0.252248607	-0.252248607	-0.252248607	-0.252248607	-0.252248607	0.102511991	-0.252248607	-0.252248607	-0.252248607	-0.252248607
ENST00000390649.7	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000391394.3	6.43256028	-0.244125814	-0.168784381	0.064415295	-0.104206009	-0.175959755	-0.161609006	-0.165196693	-0.158021319	-0.093442947	-0.172372068	-0.186722817	-0.161609006	-0.244125814	-0.244125814	0.16487054	-0.244125814	-0.244125814	-0.197485879	-0.193898192	-0.201073566	-0.179547442	-0.122144445	-0.125732133	0.426771714	-0.114969071	-0.244125814	-0.208248941	-0.193898192	-0.244125814	-0.172372068	-0.172372068	-0.179547442	-0.150845944	-0.136495195	0.100292168	-0.201073566	-0.244125814	-0.244125814	-0.244125814	-0.172372068	-0.165196693	-0.179547442	-0.132907507
ENST00000392040.5	4.345596453	-0.483791268	-0.483791268	-0.225911341	-0.014918673	0.266404883	0.360179402	0.336735772	-0.249354971	-0.483791268	0.50084118	0.102299475	-0.483791268	-0.483791268	-0.483791268	-0.061805933	-0.483791268	-0.483791268	-0.483791268	3.384407635	1.368255479	0.078855845	-0.225911341	-0.249354971	-0.483791268	-0.483791268	-0.483791268	-0.249354971	-0.483791268	-0.483791268	-0.085249563	-0.483791268	-0.483791268	-0.483791268	0.289848513	2.048120741	-0.108693192	-0.483791268	-0.483791268	-0.483791268	-0.483791268	-0.483791268	-0.483791268	-0.483791268
ENST00000392784.6	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000392799.7	6.387516714	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	0.286073398	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	0.574330563	0.526287702	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209	-0.194355209
ENST00000393283.5	6.181709029	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	1.285795478	-0.210178107	-0.210178107	1.149797879	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107	-0.210178107
ENST00000393785.6	6.470149989	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	0.249281224	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457	-0.159986457
ENST00000394728.4	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000394874.1	5.210849776	-0.450062462	-0.241172712	-0.450062462	-0.450062462	-0.450062462	-0.450062462	-0.450062462	-0.241172712	-0.450062462	-0.450062462	-0.450062462	-0.450062462	-0.450062462	-0.450062462	-0.157616812	0.55260834	2.829506621	0.260162689	-0.136727837	1.785057868	0.030383964	-0.241172712	-0.450062462	0.197495764	-0.074060912	-0.136727837	0.218384739	-0.136727837	-0.450062462	-0.450062462	-0.157616812	-0.157616812	-0.157616812	-0.450062462	-0.450062462	-0.199394762	-0.115838862	-0.157616812	-0.053171936	-0.241172712	-0.450062462	-0.220283737	-0.157616812
ENST00000394982.2	6.403400044	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	0.64025865	-0.183047263	-0.183047263	0.461279104	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263	-0.183047263
ENST00000395066.7	5.839255129	-0.164847228	-0.567807117	-0.366327172	0.076928706	0.076928706	0.479888596	0.882848486	-0.406623161	0.076928706	0.076928706	-0.124551239	-0.527511128	0.681368541	0.72166453	0.842552497	-0.648399095	-0.809583051	0.076928706	-0.164847228	-0.567807117	0.036632717	-0.366327172	-0.124551239	-0.688695084	-0.84987904	-0.164847228	-0.527511128	-0.043959261	-1.011062996	-0.205143217	0.117224695	-0.527511128	-0.164847228	-0.406623161	-0.366327172	-0.567807117	0.197816673	0.197816673	-0.164847228	0.117224695	-0.003663272	-0.08425525	0.117224695
ENST00000395841.6	4.836515785	-0.324529634	-0.26896814	-0.120804157	0.484198775	0.200217807	0.650883256	1.268233187	-0.071416162	0.552107267	0.823741237	0.113788817	-0.35539713	2.114002592	1.200324694	-0.00350767	-0.392438126	-0.034375167	-0.657898596	0.52741327	-0.491214115	0.434810781	0.447157779	0.650883256	-0.929532566	-0.657898596	-0.552949108	-0.855450574	-0.244274143	-1.238207531	-0.707286591	-0.571469606	-0.639378098	-0.583816605	-0.429479122	-0.719633589	-0.114630658	-0.793715581	-0.596163603	-0.694939592	-0.120804157	-0.293662137	-0.491214115	-0.349223631
